Review,NPS
"Our return leg back to Abuja from Heathrow was terrible. Me and my wife were issued just the boarding pass to Istanbul from Heathrow, while my son (2.5 years old) got boarding pass to Istanbul from Heathrow and Istanbul to Abuja. When I complained they said don't worry, jut pick it up when you get to Istanbul. We arrived Istanbul and someone from Turkish Airlines was announcing to us that passengers transiting to Abuja should go to the boarding gate immediately - we complained that we were not given boarding pass in Heathrow and the guy said go upstairs. We got upstairs at the Turkish Airlines desk told them we need boarding pass. After waiting for about 2 mins, I noticed the lady had a strange look on her face, unfortunately they don't speak good English, so off she went came back after about 2 minutes with someone who flatly told us, sorry you cannot board that plane. I asked him why, he said the plane has departed. He said the option we have is to either spend 48 hours in a Hotel in Istanbul, they'll take care of our hotel bills and food or we go via Egyptair that has a 6 hours wait in Istanbul, 8 hours wait in Cairo and a total of about 8 hours flight. We spent 6 hours wait time on a cold metal chair in Istanbul and 8 hours in Cairo. After a combined 8 hours flight from Istanbul to Abuja via Cairo, we finally arrived Abuja. We got to Abuja but all my checked in luggage could not be found. 5 days after arriving Abuja Turkish airline is telling me its the responsibility of Egyptair to find my luggage not theirs. Meanwhile my boarding pass and tag given to me in Istanbul is reading Turkish Airlines not Egypt Air.",Detractor
"  I flew with China Southern from Guangzhou to Los Angeles and the A380 is amazing. Also,the flight service on board is comfortable and detailed. I flew in the economy class, to be honest the space is not big. However, I did enjoy the beverage, especially the spaghetti and wine. The flight attendants are friendly to the passengers.",Promoter
"Decent service on the short flight from Mexico City to Saltillo. However, on the flight from Acapulco to Mexico City, Aeromexico delivered a broken suitcase on the conveyor belt. I went with my suitcase to the counter and was told to send pictures and details to their email contact, which I did. Until today I have not received a response. I will have to travel approximately 6 more flights with a broken suitcase until I get back home. Terrible service! Furthermore I always have to claim my miles as Aeromexico misses every third flight, and does not credit the miles.",Detractor
  Toronto to Yerevan via Warsaw. Regret choosing this airline. Flight from Warsaw to Yerevan was delayed for 1 hour 45 minutes 2 hours before boarding. Then my flight was cancelled without explanation from Warsaw to Toronto. No compensation was provided. Called to LOT in Warsaw and was waiting for 60 minutes and nobody picked up the phone. After that decided to write an email 4 days passed still no response from them. Price for the ticket was not cheap. I flew before via Ukrainian Airlines and can say that they are way better than LOT. Will try not to fly via LOT in future and won't recommend this airline.,Detractor
Sydney - Christchurch - Sydney. The flight over was acceptable with service pretty poor only one choice left out of two for the meal only one side of the sound in my headphones for IFE worked. Seats were cramped and uncomfortable. Flight back was poor. Flight was an hour late departing although they made up a lot of that time. Staff are quite rude tending to order you around and not showing much interest in customer comfort. My seat had a great big lump in the back like a spring had come loose or something. It was very uncomfortable. I told the FA who wasn't very interested but said she'd see if anything else was available after we took off. I told her I'd like to sit with my wife and she said 'its only a couple of hours so put up with it. It was so uncomfortable I'm not sure what I would have done if it had been a longer haul. food was OK had a choice this time IFE OK.,Passive
Flew from Heathrow to San Francisco on May 1st with BA. What a disappointment! I had to pay over Â£120 to sit next to my husband having already paid for the flight. Then we couldn't access the entertainment for over 90 minutes at the start of the flight due to some technical problem and again later in the flight it went off for about 60 minutes presumably due to the same problem. Our first meal was served more or less straight away and it was OK typical airline fare but there was then over 7 hour wait for the next meal which was laughably called afternoon tea one piece of bread cut into quarters with chicken and a scone with cream and butter. Four hours after the main meal they ran out of snacks and when my husband went in search of something to eat they gave him two packs of nuts and said they were for the return journey! Don't they stock up before picking up the next passengers? Luckily my husband always carries chocolate bars with him as he is diabetic but heaven knows what might have happened had he needed food from the staff. Before half way two of the toilets went out of service so there were some queues. Would I fly BA again certainly not long haul although unfortunately I have to return to Heathrow with them from Boston today.,Detractor
"I flew China Southern Airlines from Nairobi to Guangzhou for Chinese lunar new year. I sat in the economy class, and the cabin service is kinda good. I felt good when I saw the cabin. flight attendants were nice to help me to put my baggage. In flight, I enjoyed good meal and a good rest with good cabin environment. I was satisfied with in-flight entertainment system with information about map so that I can know my trip very well with good rest. Thanks for this long trip and happy new year!",Passive
I rarely take this airline and on September 12 2013 from LGA to YOW I know why I avoid this carrier whenever possibly. Stupid decisions in difficult (weather) situations are not usually typical of A 4 star airline. I travel weekly in North America and I would rate several domestic carriers far superior. Over priced costly flexibility and staff that at times act condescending does not equate to a top rated airline.,Detractor
Flew MAN-ZRH-DEL with wife and 2 kids on 9th August 2014. The MAN-ZRH leg operated by Helvetic Airways on behalf of Swiss. Good service and good snack served during flight. The kids were taken good care of. ZRH Airport is a nightmare to connect flights. Had an hour to catch a connecting flight so were literally running for the next flight. No proper signage as well as no officials to ask directions we ended up on the arrivals level looking for the gate to top it all the security made us scan the baggage again before going to departures opening the duty free purchases again and scanning the liquor bottles. Anyway once at the gate and boarding the onward flight things were back to normal. Good service food entertainment. Would definitely recommend the airline but not Zurich airport. The return journey was with Lufthansa but that is another story.,Promoter
"  San Antonio to Cusco via Dallas / Lima. I experienced a total of 3 flight delays out of 6 flights on our recent vacation. The total delay time was 27 hours. When I arrived in Lima from Dallas I was told my connecting ticket did not exist - I was told my ticket, and the ticket of my wife, that we had paid for, did not exist. I was then directed by Latam airlines (connecting airlines) to an American Airlines office",Detractor
"This is by far the worst airplane experience I have had. There's a limit to how much you get to skimp on convenience because Spirit is cheaper. Our flight was delayed 3 hours and not once did anyone update us on the status. When customer service was contacted, they weren't apologetic and their attempt to ""accommodate our needs"" was in the form of a refund. I will never again fly Spirit.",Detractor
" I booked my BA flight from Zurich to London Heathrow using Avios, my frequent flyer number had to be added 3 times during the booking process. When I tried to reserve an aisle seat (for medical reasons) the BA website showed that all of the seats had been allocated save for a few seats for which I would have had to pay about thirty pounds. The check-in area for BA at Zurich airport is in a hard to find spot of the airport. The check-in agent was very professional, helpful and informative. The area of departure from Zurich was by transfer train. The flight boarded in an orderly manner and left more or less on time. I was dismayed to see cabin crew serve alcohol to a group of already drunk German speaking sports fans. One of the cabin crew declared that she had run out of beer and then suggested to an increasingly loud and aggressive man that he might like the cider instead. In the meantime the same crew members ignored me and other passengers while offering the trolley service. The overhead maps were not used and the captain made minimal announcements during the flight none of which were in German. The flight arrived reasonably promptly.",Passive
" Manchester to Johannesburg via Paris. We paid to be seated together with extra cost and when we checked in the lady would not listen to us as we should our booking with the seat we had paid for but she just said she could not change our seat as that's what it show. we then went to customer service at Manchester airport but she also was very rude and not wanting to help. we paid good money for our seat. so we got to France and I spoke to a nice gentleman who said he will try to help which he did then sort our seat to a different seat, not happy as wanted to seat on upper deck which we booked on. on return flight with KLM the ladies said sorry but your seat are already for you but she also gave me different seat. I said I paid for this seat. I was very angry so spoke to another lady and she said your seat are her so she put me back on our seat. why do you charge for seat when you check in you are given different seat when we have paid for second our meals we ordered veg but no food came as they said we have run out. Shame on Air France you charge so much on ticket and you cannot get it right.",Detractor
" London to Sydney via Jakarta. While the quality of the service in the air is good, on the ground it is bad. They outsource their ground staff at Heathrow to DNata, who couldn't care less. My wife was one kilo over in business class and the woman behind the counter was incredibly rude. They advertise business promo fares on their website as being refundable and changeable. If you attempt to change a flight, however, they advised me that the ticket is not changeable. No local office where you bought the ticket will help you, they will refer you to the Indonesian headquarters, which are full of staff reading off scripts and there is no escalation process to speak to anyone who can help. Our schedule changed four times from booking to takeoff, and their staff accidentally cancelled my frequent flyer account and refused to add back miles from my flights. The lounge in Jakarta has very little air conditioning so you sweat the whole time you're in transit, the food is bad, there was no alcohol and the seating is uncomfortable. The shower was too busy to use so you queue up, and they ran out of towels and gave me two face towels to dry myself.",Detractor
"Booked via travel agent! Booked on a 0730 Finnair flight for a one day meeting in Oulu. Getting ready to leave the house at 0600 when I get a call from a colleague stating that the flight is cancelled. No announcement from either travel agent or Finnair. Travel agent informed me that Finnair automatically rebooked me on the 1430 flight. Finnair's website shows free seats in economy on the 0930 flight. Travel agent informs that these are ""premium economy"" and that Finnair requires 200EUR extra to sit in these. The difference in service is that I can change my flights whenever I want for a smaller fee. So ended up paying 200EUR to arrive 2 hours late. Finnair customer service couldn't be reached but a later call to complain results in the ""this is our policy and nothing we can do about it"" excuse.",Detractor
" London to Larnaca via Athens. Excellent crew and value for money. One of the few airlines to serve free food/snacks and drinks in flight. My flight from Heathrow was delayed and I had a connection in Athens. Surprisingly, they have connection ambasadors (as Aegean calls them) which are waiting for once you arrive to guide you on your next flight (if both flights are operated by Aegean or Olympic). The seats were comfortable enough as well. I am a star alliance member too. I have flown many times with Aegean and they never let me down. Very pleased.",Promoter
"  I think I have flown with Gulf Air on and off for 36 years and they have had some highs and lows but I have stuck with them as service levels have been good and in premium class have always tried very hard. They now have a game changer in the shape of the Boeing 787 twice daily to London. I chose them over a UAE direct route as in the busy summer period the fare was 80% less though still considerable. Decent lounge in Bahrain, short flight in from DXB good breakfast served. London leg in the new 787 is fantastic, champagne good on the ground lounge at LHR T4 very calm and civilised. The new seat is well contained but with aisle access, gracious cabin crew, wonderful Sky chef both ways and the crew worked non stop with about 2o pax both ways. Food is served individually, delicious desserts trolley served, afternoon tea round 2, on time. AVOD is only about 60 movies, also wine lists had not been printed. Aircraft is only a month old and comfortable.",Promoter
Beauvais (Paris) to Bratislava 8 September: the absence of any seat booking as a standard service makes boarding Ryanair feel like a cattle yard experience (we paid the extra for a seat reservation and that worked well). The total inflexibility on luggage weight is a sham and price gouge policy. We are both smallish people our carry on luggage was well under weight and one checked in bag (which of course we paid for) was 1 kg over bang another 20E ie it is per bag if hers was under and mine over you still pay on the one that is over. The flight crew were fine but the check in woman forgot to stamp my wife's boarding document so having gone through the queue we had to run back for that. The airport shuttle service from Porte Maillot to Beauvais was very good but it is 1.5 hrs. Ryanair is now my airline of last resort.,Detractor
Exceptional flight from PHL to SEA on Aug 6th. Everything from checking in online using the mobile app to the inflight experience was smooth cheerful and efficient. The new recaro seats in Y class was smartly designed and comfortable as Y class goes. Inflight crew were cheerful and chatty particularly the senior attendant. Virgin America has great amenities on transcon flights but I find Alaska to offer the best service!,Promoter
"âŒ   Nashville to Chicago via Pittsburgh. Our flight to Pittsburgh from Chicago (flight 42) today had been delayed 3 hours, which we wouldn't leave Chicago until midnight and get in Pittsburgh until 2 am. The flight concierge at the desk B9 was so helpful, such a great attitude and got us a new flight and called the ramp to get our luggage off the old flight and onto the new one so we didn't lose them. She was having fun with us and making us calm. I am not impressed with Southwest but I'm so impressed with her.",Promoter
" Denpasar to Paris via Doha. Overall a very good experience. First flight from Bali to Doha on the 777 was with their old business class offering. Seats are big and comfortable, however are angled flat beds and not completely flat. Travelling with my partner and a toddler the seat was wide enough for my son to sleep beside me which was a huge bonus. Food on this flight was excellent along with an excellent cabin service from the staff on board. I did not use the entertainment system and slept for most of the 10 hour flight so cannot comment on this. The second leg from Doha to Paris was again on a 777 but this time we had the QSuite. Having flown on many different carriers business offering this is by far the best I have seen. We took the 2 centre seats which when converted to flat created a double bed. Having this when travelling with a young child was a huge help. The suites offer maximum privacy and create a sense that you are flying alone. Seats are very comfortable, IFE excellent with large HD screen and lots of viewing options. Food again was very good with lots of options to choose from. Once again the staff were some of the best I have experienced in the sky and nothing was too much trouble for them. Overall Qatar offer probably the best business product I have flown and would not hesitate to book them again. The others have some catching up to do.",Promoter
" Gothenburg to Frankfurt. If you consider landing in Frankfurt in more than 50% of my flights - like this one - at an outside position premium to take a crowded bus to the gate. While landing time (defined as being at gate) was 8:30, we were there only 7:40 even with touch-down 8:10. There are no newspapers but you can download 2 per route (don't download a magazine and a newspaper on your flight there, you have to pay for a newspaper on the flight back) Not better than most cheap airlines.",Detractor
" Buffalo to Jacksonville via Charlotte. An hour of gate delays after boarding made for a very tight connecting flight with no assistance, which isn't required but would be appreciated. The real gripe is the ticket takers were notified that carry on space was reached and despite major concerns that $75,000 worth of camera equipment was not something to risk lightly. I was given no choice in the matter - and getting on the flight to find five bins and room for a dozen bags remained. Flight attendants claimed it was too late to get a bag seven feet from where we were standing because it was across the threshold. This a broken process handled by bitter agents.",Detractor
" Innsbruck to Zagreb via Vienna. For a short trip from Innsbruck to VIE, Austrian sent an Airbus although there were not more than 30% passengers so that their flight management is completely unclear. Because of late arrival from Vienna, departure from Innsbruck was delayed 80 minutes. No supervisor was available at the gate in Innsbruck although it was promised that she will help customers with connections. No SMS or Emails regarding connections were received. Purser during the flight was completely unhelpful. Although it was told that during next two days most connections are completely booked, she did not show any willingness to help. In Vienna they removed passengers with gold status from the connecting flight although boarding was still in progress upon arrival. The supervisor promised help with rebooking so that arrival was possible only 18 hours after original time. He did not take care about luggage. Their staff is unhelpful and there is no email or feedback service during the weekend.",Detractor
Flight from Shannon to Malaga on 1st October return on 8th October. Ryanair ticked all the boxes. We had reserved seats printed boarding passes for both flights weighed luggage beforehand purchased food on board treated with courtesy and friendliness by staff on the ground and in the air. Excellent and will travel again with Ryanair should there be a Shannon flight departing for our destination.,Promoter
First time flyers with Norwegian from London to LAX return and both my daughter and myself were very impressed with the whole deal. Clean modern aircraft excellent choice of entertainment bigger than normal seats in economy but I wonder why there are poor reviews about lack of food as this is clearly noted on the online booking system which a fellow passenger had obviously NOT noticed and ended up causing an unnecessary delay in everybody else getting their pre-ordered food which was very good again. Would fly them again.,Promoter
"New T2 Terminal in London, Business Class check-in due to Star Gold status. Excellent Lufthansa lounge with excellent selection of food and drinks. Long way to the gate, flight delayed for 45 mins, but we managed to land almost on time in Vienna. A321 used on both flights is very nice plane and legroom was ok. Food only consisted of a small bag of snacks/pretzels and drinks, served by bored-looking and not too friendly FAs. I havent heard ""please"" or ""you're welcome"" once. Transfer in Vienna was ok, Austrian Terminal is new but not interesting, just a long grey corridor with gates and few shops - boring. Very nice lounge in VIE, good food and beverage selection. In Sofia my suitcase arrived as a last one, despite being tagged as a Priority. Shame. Both flights just correct, nothing to remember.",Detractor
Singapore to Brisbane. Old 747 Showing wear and tear. Seats very tight no leg room. Staff not friendly and very slow to serve food. No water run during the 7 hours.,Detractor
"Excellent flight with Ethiopian Airlines. It's so nice to have a direct flight from Los Angeles to Dublin. I was so surprised to only see a few Irish people on board making use of this excellent connection. I hope Ireland utilizes this more so they keep the route open. My return ticket was only $750 and it leaves Los Angeles at around midnight and lands around 6pm so it really helps with jet lag so you don't need to wait around all day like a zombie before going to sleep. The cabin crew were really nice, helpful and happy to be there. The airplane is the new boeing dreamliner. It's so quiet, the air is not as dry and the entertainment system was great. Loads of good movies to watch.",Promoter
After 2 flights with Jet Airways from Bangkok to India in their poor quality business class my company booked me on Air India and this was a pleasant surprise. New planes (Dreamliner) good seats fully reclining friendly and attentive attendants reasonably good food and average entertainment system a reason for me now to continue flying on Air India with the bonus of the Star Alliance mileage.,Promoter
Economy: LHR-BKK return. Very hard to give a balanced review as each flight in the four parts was like flying different airlines. The service levels varied so much. Food very good on all legs. Transfer in Bahrain 10/10 great little airport and no buses. Flight attendants: from the gum chewing lady who loudly told her co-worker she didn't like speaking German to the girls that though it funny that they where too busy to get into position and could only point to one exit door during the safety video. Contrast this to the crew on the last leg home who without doubt could have been from any of the top performing airlines in the world. Would I fly Gulf again? At their low prices hard not to Just don't expect to much and then if your lucky your expectations might just be exceeded if your lucky! Entertainment can't review as broken on all legs - says it all really.,Detractor
" Udon Thani to Bangkok. The engine was broken before take off at 4 pm. If passengers had insisted to fly, they must have waited until 11 pm. The airline didn't suggest us to change to the next flight because of limited available seats. Fortunately, I ran to the booking office and changed to the next flight immediately. Many passengers decided to refund money and bought a new ticket from other airlines. Sadly, many passengers who didn't know these solutions have to wait until 11 pm. Some passengers who changed flights couldn't find their baggage because the airline told them there weren't staffs. I have to check in again. Very long line and very slow because they cannot solve any passengers problems from this flight. I told call center but she told me that she cannot help because it is the ground staff duty. After I checked in, My seat number is 58A. When I was on board, there aren't 58th row. Six passengers including me have no seats. Air hostesses always smile when they show how to use inflight equipment only not during providing service onboard. And check in staff never smile as well.",Detractor
A330 Business MEL-HKG. Once onboard I found Cathay Pacific business class absolutely faultless. The seat was comfortable and well designed the crew were attentive friendly and professional the catering was delicious and the entertainment was of good quality and fairly good choice. I can completely see why this product receives such rave reviews from most passengers. My only real complaint is the ridiculously limited baggage allowance. 30kg total is barely acceptable on economy class but for business is it a disgrace. When you compare it to 32kg x3 for other carriers it is not very competitive. Overall though this is an excellent product and well worth the premium.,Promoter
"  We frequently use British Airways morning flight from Boston to London, and will again, but the reduction in the quality of food served in economy is startling. The English Breakfast choice was a pleasant surprise until this last flight, on which the reduction of portion size and quality was noticeable. The pre landing snack had always been a decent chicken salad sandwich, but on this flight, it was a cookie - maybe two",Passive
Worse than Air Transat. Terrible price-quality. Food disgusting. No individual screens or audio system. Must rent a tablet which is a cheap money grab. To be avoided at all costs.,Detractor
My partner and I flew on TK 1035 from IST-BUD on 20th September 2013. We board and I have the window my partner the middle seat and a very large passenger sits in the aisle. Had to have an extension seat belt and spilled over into my partner's seat. We paid AUD 553 each for the one way trip. I'm only 162cm and I felt squashed.,Passive
"  Charlotte to Toronto via Washington. The worst customer service I have ever experienced, no regards to the customers time and concerns, not punctual, unfriendly staff. Disgusted with their services, and I will never book flights with them. They don't provide any kind of compensation for flight cancellations, not even a room. We had to spend the night in the airport.",Detractor
ORY-FNC via Lisbon. TAP provides a quite decent service on these routes at very competitive prices: free baggage on-time flights leather seats hot meal on international flights and a good choice of drinks free with good wines. Crew are of different moods: some do just their job but are polite and some are very attentive. The crews' uniform is very elegant and most of them are very smart. A nice thing to know: a large number of TAP agents and crew speak French some of them very fluently and are happy to speak it (not like in Swiss !). All check-and boarding in Portugal were made in French. It's a nice and professional touch.,Promoter
"Terrible! Delayed, delayed, then cancelled. Couldn't reschedule for three days, no reimbursement for lodging, and rude service. That's what you get for flying with the lowest bidder.",Detractor
